304839 394052 308102 152644 368060,3,262982,179834 394052 262982 262982
1531 209048 179784 48030 379015,2,317038,396835 317038 317038 317038 317038 317038
62438 208939 221058 362858 208939,1,466864,466864 466864
96675 274374 33087 158666 141921,1,72715,72715 72715
57686 105732 107792 263182 438759,3,360033,77442 72715 360033
249207 438727 461671 288045 162556,3,264789,462556 462556 462556 462556 20710 264789 264789
325209 124065 342246 319905 430845,4,246792,264789 264789 246792 264789 264789 246792 205648 340279 340279 264789 246792 246792
413870 58726 320130 64099 275150,4,361415,464441 464441 340279 464441 464441 464441 264789 361415 361415 361415
340375 283916 310779 272907 360877,2,376092,361415 376092 376092
358237 340808 25514 280974 287449,5,264789,376092 361415 78457 433684 361415 264789
102030 337101 389200 389200 257735,4,246792,376092 361415 264789 246792 246792
111530 111530 111530 111530 111530,3,418211,453252 145850 418211
385086 180018 26508 230099 124687,1,145850,145850 145850
81939 2331 183107 17478 17478,3,146584,71097 50477 146584 146584
317513 79565 79565 79565 79565,1,317513,317513 317513 317513
219512 293911 374859 91487 374859,1,219512,219512 219512
265113 265113 31791 33139 241555,1,337101,337101 337101 337101
29037 222957 230834 330900 230834,5,70929,222957 458721 428554 157429 458721 70929
57723 92493 265966 33913 415062,2,215522,458721 215522
424017 338208 338208 259725 194431,2,280375,58347 280375 280375
376944 164130 36471 164324 440892,2,27451,376944 27451 27451
51650 444888 330342 85914 445059,1,446567,446567 446567 446567
320130 108486 125831 29757 113440,2,59122,59122 59122 397954 59122 59122
399709 399709 461686 196800 399709,1,107885,107885 107885
309778 257040 257040 309778 257040,4,348143,285256 291251 453694 348143 348143
358211 201742 206974 417733 213255,1,232172,232172 232172
257040 305760 261589 461686 228229,22,201620,20799 261589 261589 371424 261589 356414 261589 201620 124823 130878 130725 233439 14308 131816 76120 448453 448453 190814 459056 247240 262125 303790 148157 235971 302307 365691 201620 201620
257040 127042 40870 48030 458608,56,12217,361431 361431 223003 244819 241752 127042 17478 465751 275294 187934 393144 414798 199910 2785 41803 332691 126572 332691 302307 225585 420631 186540 336579 137102 2785 2785 137102 137102 432831 359112 328420 2785 137102 11206 400637 457843 243697 231482 389135 369800 156466 212006 342661 422905 388227 17137 308648 388227 450082 137427 108419 401074 322810 150479 338395 317376 176995 74787 233439 455763 496 112461 458124 141009 12217 12217
231482 316753 48030 122041 317691,9,304877,12217 187934 206241 316753 22436 344723 377863 115258 304877 304877
12217 117677 257040 419701 223203,21,349736,304877 304877 454679 80196 32006 30336 276282 213280 213280 211481 226828 226828 15564 448494 448494 12217 44234 44234 303776 68902 445486 465751 321905 303245 98498 349736 349736
316753 111530 445351 302242 309005,2,159813,338660 159813 159813 159813
245401 318382 250942 148426 651,3,196660,422451 422451 159813 196660 196660
332325 289088 389860 205552 91215,2,465522,196660 465522 465522
257040 48030 458608 320130 144635,50,51969,465522 180959 407078 438412 42788 314789 329615 23144 23144 244494 149253 48291 48291 368033 368033 453043 18681 9385 329028 2115 219718 358348 42002 43239 78787 78787 300314 84321 335938 335938 34702 162467 329028 180010 180010 183235 250640 307728 145824 104560 303932 346673 207602 346673 375832 95459 423315 189625 130082 315543 315543 42002 315543 32771 382885 342159 389814 433602 51969 234255 191303 51969 51969
445351 320130 48030 254290 12217,10,422425,51969 51969 51969 204442 287080 171375 287080 189444 416769 41932 36868 342159 422425 422425
213797 415516 369933 369933 368403,1,369933,369933 369933
48030 257040 40870 95489 261589,67,248605,369933 195166 261589 18287 18287 291728 291728 232780 368113 362924 66424 358348 352541 442131 11663 179601 399592 442131 257200 326449 179601 411572 122456 368113 141009 351624 11976 458046 421653 101718 458046 134790 44631 134790 132347 193518 90389 396575 119586 272370 272370 403039 328631 261673 389814 143000 132347 132347 389814 101050 430240 104261 210062 236512 253286 238321 148146 75152 90931 353111 408218 210009 51152 408218 408218 138356 188747 458637 458637 458637 458637 197077 313028 303790 88977 324391 313028 91215 148360 69799 99611 230425 218498 248605 248605
12217 267236 223203 390093 257040,35,295626,435152 329896 44582 288105 323766 323766 72255 421943 390247 134790 109317 217834 11670 313028 217834 112461 323766 60515 6692 427147 427147 303229 303229 201671 12404 12404 12404 233298 17478 133247 212742 437371 452429 187849 275517 290154 290154 253936 112461 266521 408847 272907 370395 370395 295626 295626
138427 174185 261589 89775 317827,10,44465,306045 295626 222465 222465 222465 449489 449489 370395 370395 370395 272907 69974 69974 112782 324718 44465 44465
130815 176363 170262 445351 317827,51,29167,44465 336994 405290 78729 463280 463280 463280 463280 136576 254883 13556 24823 236533 424548 424548 173704 144635 13556 324718 144635 13556 370395 438092 96370 315543 869 77995 445821 449489 449489 62300 202268 218339 283579 422425 254477 34220 143293 49676 426031 426031 389838 35202 435234 435234 373690 85334 315543 20098 66073 412855 412855 435160 164429 2641 307301 372738 409771 409771 241555 461835 254477 254477 449489 176363 176363 207344 29167 29167
268335 117096 236949 50940 51360,18,31830,355994 64951 355994 373637 192227 306433 234255 455183 355994 355994 323175 218626 387652 154812 355994 154812 387652 323175 355994 355994 355994 323175 323175 314801 21970 218626 454818 373637 21970 61060 79484 31830 208529 31830 61060 31830 208529 31830
461686 176484 95489 338427 254290,5,433759,158666 351641 287524 459835 287524 433759 433759
207825 350589 190545 368074 316472,1,307509,307509 307509 307509
12217 12217 328370 342727 320130,3,463122,448091 210038 463122
411886 319126 398883 382419 259964,1,405479,405479 405479
176484 139918 267236 252344 345279,4,465751,322943 465751 123569 158220 158220 465751 465751
158912 233132 421198 176484 183087,13,32131,276470 276470 313163 266725 54138 217548 165738 288387 387938 11323 136417 453974 313163 32131 158220 32131 32131
316753 46109 179856 339703 106741,2,168166,127799 127799 168166 168166 168166
127634 226366 226366 264379 176661,2,226366,149041 226366 226366
311727 234308 382715 104801 403253,2,388356,292007 388356
241694 416154 410460 241694 316024,1,48030,48030 48030
443603 443603 422044 99824 415640,2,328467,262125 328467 328467 328467
21017 228212 29196 44959 289126,1,29196,29196 29196
7368 63543 263385 224549 279457,1,19545,19545 19545 19545
265966 342246 310886 41295 253156,6,83663,397311 193380 83663 216920 420470 397311 18717 83663 83663
437900 437900 361814 437900 380302,3,47647,437900 364982 437900 47647 47647
461686 303715 368947 430845 461686,10,234540,75032 193518 75032 87856 192915 96233 246366 246366 101184 198665 101184 423399 234540 234540
241874 29196 213314 17108 325585,1,29196,29196 29196
187138 187138 187138 120098 232172,2,135823,379013 379013 135823
351975 351975 107367 357671 242905,1,351975,351975 351975 351975
216508 210009 232172 182131 440937,1,370607,370607 370607
373138 88606 315685 157459 125440,1,335331,335331 335331
243355 266900 444190 308438 254418,5,62118,176256 248766 238902 440220 440220 248766 62118
204057 425521 191106 462526 69917,1,238902,238902 238902
323644 175668 461686 432748 289633,35,79846,248766 62118 248766 248766 62118 440220 176256 238902 315939 459793 392300 203594 462746 371357 365940 39005 114385 129681 14841 210635 423342 129681 14841 224141 398813 462746 130938 428051 233330 204820 203594 392300 85220 110046 371357 365940 205601 117414 128519 411979 411979 411979 118501 27622 75114 281840 281840 411979 411979 281840 281840 411979 411979 281840 411979 281840 79846 79846
105700 14059 10687 226695 84653,11,193666,440220 248766 440220 386857 440220 62118 92060 253888 230850 105700 174399 35459 193666 193666
66146 29656 222069 246378 422709,16,296185,109776 111502 293615 26548 175158 230215 16719 419619 86479 296498 315128 213958 80953 62498 235135 296185
166306 47526 374092 432152 271151,2,97086,460836 97086
41217 256721 116205 434277 177425,2,392300,86125 392300
175885 415837 44465 77573 38965,19,134751,22484 22484 418176 22484 22124 22484 27867 314828 314828 101075 295163 283132 411979 281840 411979 281840 266843 346598 193666 238902 176256 440220 238902 193666 445290 85943 134751 134751
303828 79371 89901 276402 434232,12,22484,85943 310764 697 207897 451452 86125 224877 86125 428743 451452 95336 451452 102467 238192 22484 22484
88432 148285 252319 462742 325310,1,322618,322618 322618
15822 352788 415837 430197 444948,4,79846,59413 19276 79846 238902 238902 79846 79846
368408 325310 386857 324963 386857,5,79846,440220 238902 176256 386857 386857 79846 79846 79846
107162 352788 37115 308648 241555,13,325310,451452 451452 79846 440220 325310 38965 37115 91235 265571 283115 252319 23634 273973 49907 252319 325310 325310
73760 308334 358180 216248 319680,1,38965,38965 38965
349594 419701 124065 449489 88904,1,26620,26620 26620
465824 316135 461686 288249 461686,7,370435,443314 203594 203594 340730 13696 331884 415263 370435
284547 228979 306045 299517 259884,3,146114,44525 347231 146114
390545 85832 217278 110517 194356,2,139063,233725 139063 139063
123975 379013 333140 396378 454818,4,37869,464268 33486 69399 37869
360445 374835 174140 223644 323084,6,369826,335653 354633 29275 97183 78431 369826
171878 218794 158912 10572 461686,3,243307,366978 404546 243307
396378 76426 58719 434688 46232,2,353048,243307 243307 353048
391823 13925 177425 427703 323328,3,299081,409050 178794 299081
129354 45649 183087 390545 209154,2,288606,406385 288606
331514 366403 143929 98078 105334,2,318110,38172 318110 318110
134852 301843 869 293416 315543,2,241233,119421 241233
324079 163173 412447 430610 11670,2,416748,241233 416748
421198 350384 237244 47586 94952,1,460248,460248 460248
431990 75138 394391 104432 104432,1,441535,441535 441535
113635 127022 368314 294424 321677,3,276649,208990 460315 276649 276649 276649
257412 338096 33395 361834 257412,2,276649,101914 276649
440248 440248 383601 130208 272770,1,440248,440248 440248
347238 214003 309274 310020 65927,9,146661,152992 208952 285850 208952 268329 200854 347238 419218 347238 459523 146661 459523 146661
211525 101948 276960 194931 163229,1,162038,162038 162038
251945 210953 310599 262815 97080,3,273719,222340 222340 209376 273719
48030 137440 373384 318333 129354,3,373384,101804 52993 101804 373384 373384
81995 174882 397300 268883 268883,1,420960,420960 420960 420960 420960 420960
224295 409771 103492 36121 208595,1,224295,224295 224295
49544 130771 195437 171878 405493,1,103375,103375 103375
103375 408139 408139 408139 408139,1,103375,103375 103375 103375
29940 259884 117096 184799 259884,2,449391,259884 449391
375327 158666 287557 397865 201598,1,48072,48072 48072
152398 251798 57548 227928 258271,1,49347,49347 49347
166056 164276 10700 464726 111511,2,263312,164276 164276 263312 263312
236654 136682 279316 96883 399031,1,268061,268061 268061
406775 309080 415995 368025 193828,2,3146,269263 3146
278843 78172 278843 278843 278843,1,281212,281212 281212
231482 266439 312728 35779 137440,3,122873,281212 312728 312728 122873 122873 122873
312728 409804 378637 424293 186702,2,29196,122873 122873 29196 29196
152100 175777 121381 197846 354881,2,395589,306465 395589 395589
466861 242905 306034 46156 442131,2,466008,82278 466008 466008 466008
229018 229018 257040 342789 61273,1,240708,240708 240708
10934 10934 30139 10934 30139,1,10934,10934 10934
394441 191547 21886 395497 287588,1,13717,13717 13717
423156 354153 354153 12217 67438,1,243250,243250 243250 243250
315543 315543 315543 315543 315543,2,250019,150438 250019 250019
370434 67434 178147 485 321257,2,126381,296012 126381 126381
190534 21912 382419 319092 198995,1,37035,37035 37035
83792 411527 280888 256049 364262,2,68708,171430 68708 68708
279092 450627 254326 450627 413896,1,286620,286620 286620
82586 90594 290227 351501 249186,9,286620,286620 162017 465058 275487 253460 286620 297423 286620 286620 253460 286620 286620 297423 297423 297423 286620 297423 286620 286620 421951 101285 343444 101285 297423 286620 286620
41803 443030 58719 20416 5675,2,122081,339997 122081
438322 118551 303715 254418 58638,3,227318,237952 408203 227318
358683 315543 315543 400960 347035,1,390591,390591 390591 390591
355424 28620 432409 208939 452361,1,31605,31605 31605
451479 415145 342429 466319 48030,1,212307,212307 212307
447848 91888 340927 53113 49257,1,49257,49257 49257
191106 374962 191106 56630 304645,2,150060,447634 150060 150060
264663 391280 326693 186355 449489,1,3629,3629 3629
230892 371756 230892 392096 48731,2,301063,301063 393767 301063 301063 301063
247948 162536 39901 247948 154912,1,393562,393562 393562
375705 302563 18726 123964 210965,5,354709,368060 295537 368060 45583 368060 45583 354709 127799 354709 354709
367032 546 180088 265119 444993,1,546,546 546
178498 328631 124556 177636 392096,2,18886,26378 18886
321677 216293 127022 437301 55133,1,18886,18886 18886
390799 160773 208939 9877 323084,1,325585,325585 325585
98308 465977 32361 111530 111530,1,259114,259114 259114
339703 98899 119736 179856 341486,2,277673,287536 277673 277673
198400 246555 459475 9018 9018,9,212351,431971 431971 431971 431971 212351 431971 140861 349181 431971 44894 212351 375011 431971 212351 44894 212351 375011 60551 310849 433014 212351 212351
317691 261559 16344 355325 71233,5,24150,76872 125232 125232 125232 409655 335378 409655 125232 24150 24150
421606 91357 56323 273822 290993,2,242348,89010 242348 242348
158666 146493 261673 409804 60715,1,110412,110412 110412 110412
409804 409804 46232 409804 218746,3,109583,218746 320130 218746 109583 109583
38522 75555 174230 406974 239058,2,447560,161772 447560 447560
455183 449912 240170 183511 228644,2,333780,87767 333780 333780
192288 412420 279464 431322 184458,3,192288,447560 333780 333780 192288 192288
140527 358482 357371 374101 261288,1,159822,159822 159822
312728 409804 313019 186702 424293,3,159822,408139 163486 159822 159822
65593 22213 278943 22213 432842,3,233811,65593 65593 65593 9491 233811 233811
421198 185357 377869 287227 445695,1,124264,124264 124264
298056 264689 421183 413834 451703,2,19349,124264 19349 19349 19349
190264 418301 35692 210087 34032,1,340377,340377 340377
319680 439424 283726 216248 401850,2,280342,340377 280342 280342
40528 342538 268955 67341 6774,9,60321,160913 60321 162340 345743 370268 60321 370268 60321 370268 162340 345743 60321 146900 219362 235823 363909 370268 160913 60321 160913 363909 162340 345743 160913 60321 60321
89262 344388 248044 379391 327907,8,48089,60321 60321 60321 60321 446248 92899 446248 48089 65916 414049 48089 222162 446248 48089 175952 48089 414049 48089 48089 48089
400868 163076 405770 253276 282064,4,18155,66405 28230 375955 18155 18155 375955 66405 18155
358234 95424 163848 418373 71886,1,72307,72307 72307
174489 209225 209225 288846 350055,1,342331,342331 342331
277119 277119 277119 277119 55706,1,277119,277119 277119
57788 442533 350103 463617 463617,3,19752,350103 204070 19752 19752
37029 57788 37029 122604 320130,4,212669,109583 320130 109583 218746 212669
396042 392175 218746 133966 339829,1,218746,218746 218746
47043 152644 234857 465751 265810,2,108486,26228 108486 108486
96940 244528 96940 244528 244528,2,96940,96940 59304 96940 96940
223203 257040 309778 257040 257040,1,257040,257040 257040 257040 257040 257040
424515 452852 257040 96883 257040,1,257040,257040 257040
421884 345086 351481 194596 466109,1,162375,162375 162375 162375 162375 162375 162375 162375 162375 162375
223644 248733 188148 273239 317745,2,288757,459325 288757 288757
445105 173026 256513 445105 445105,1,445105,445105 445105
36810 396713 379520 374835 244027,1,7692,7692 7692 7692 7692
268883 354881 283916 354881 420960,1,306184,306184 306184
138884 171335 432152 431866 350399,1,50645,50645 50645 50645
393670 465565 461686 461686 303025,1,10572,10572 10572 10572 10572
99583 107985 67341 342538 40528,8,64537,64537 64537 230075 64537 244571 381982 16832 278520 65284 322485 64537 64537
315543 255725 309778 225257 111530,5,243626,64537 64537 64537 387782 64537 244571 64537 64537 64537 61240 64537 64537 64537 64537 243626 243626
238865 352541 251415 148707 387162,1,362850,362850 362850
444677 190000 40970 418609 322477,2,418609,98719 418609 418609
443795 421150 234198 212652 99177,1,212652,212652 212652
394548 172113 281212 9877 191203,1,216271,216271 216271 216271
461686 461686 461686 461686 461686,1,461686,461686 461686
461686 410102 36972 108924 461686,1,32581,32581 32581
216271 216271 294766 412917 335366,1,85062,85062 85062
14644 387780 14644 334376 387780,1,14644,14644 14644
37029 320130 463617 213834 92466,2,192634,376270 192634
266439 248455 317691 207815 313019,6,305675,305675 346886 248547 139554 111379 442431 346886 305675
150918 305675 305675 150918 102653,3,248547,248547 305675 373626 248547
66752 321983 302126 409804 317691,1,409804,409804 409804
276799 445232 371724 331644 139296,1,409055,409055 409055
120098 232172 283386 187138 422561,1,270120,270120 270120
274501 444190 287449 444190 398762,3,131727,309403 4377 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727 131727
445351 445351 445351 445351 445351,1,461314,461314 461314
48030 51556 359974 300967 7901,1,461314,461314 461314
290999 442131 442131 166306 290999,1,255430,255430 255430
30337 324462 73019 90325 98178,1,82089,82089 82089
48030 44054 48030 411886 102933,1,226820,226820 226820 226820
85929 193671 241060 23828 311292,1,218126,218126 218126
126252 178013 178013 343274 463106,1,400946,400946 400946
24110 24110 232916 13280 54964,1,188117,188117 188117
8811 292484 226092 428556 103107,1,58217,58217 58217
354153 255989 212917 205430 447661,1,250019,250019 250019 250019 250019
63543 63543 142459 63543 357583,1,63543,63543 63543
205111 220797 353111 186435 248127,2,198506,292554 198506
220136 218871 167126 39918 317376,4,309711,309711 309711 309711 78496 443030 443030 375820 309711 309711 309711
46109 316753 266439 339703 48030,3,449391,108526 309711 108526 449391 449391 449391
59050 59050 243875 356304 73149,7,252566,418609 418609 245168 252566 59050 75477 33899 230405 252566 252566 252566
232062 244571 232062 183313 447661,2,418609,252566 418609 252566 418609 418609
180783 190534 411929 190534 19185,3,190534,266752 96869 190534 190534
260481 327897 145386 260481 437309,2,437804,336060 437804 437804
7804 205552 65000 461686 196398,2,39933,461455 39933 39933
7804 119226 205552 138894 381375,2,461455,39933 461455 461455
205552 119226 138894 7804 359439,2,39933,461455 39933 39933
148103 233820 436529 162046 86777,1,376800,376800 376800 376800
21746 312728 461686 91888 277490,7,333191,81981 333191 354714 194151 98341 94442 391156 354714 333191 333191
303935 232062 232062 232062 250015,1,232062,232062 232062
158912 125275 23762 134245 128992,2,137974,64776 137974 137974
221481 221481 221481 232062 340616,1,221481,221481 221481
460765 56373 35061 273579 302959,3,341773,49635 371697 341773 341773
306076 461686 139978 207379 74983,4,17189,218917 218917 333147 218917 17189 17189 220963 17189 17189 17189 17189
290509 349317 294807 349317 36166,1,399825,399825 399825
57810 350968 272926 107367 132720,1,133924,133924 133924
407320 44172 40121 210062 122411,2,228002,137697 228002
142215 170283 99610 37029 51650,2,318985,387475 318985 318985
370301 167590 210132 223151 432171,1,231243,231243 231243
388104 194506 463693 421465 279585,1,388104,388104 388104 388104
360487 257040 257040 257040 257040,2,131348,283586 131348
4537 235636 159285 179813 363045,1,283586,283586 283586
180097 84593 247240 444962 174140,1,361954,361954 361954
408504 408504 401285 157460 408504,1,408504,408504 408504
257040 103634 90910 305760 430845,10,194325,77233 360821 307539 186260 451676 70387 51561 332108 332108 160624 194325 194325
432478 438322 256987 303715 869,1,360821,360821 360821
273872 17478 256146 273872 240558,1,450918,450918 450918
107367 46753 442582 273239 2496,1,315543,315543 315543
108486 218746 320130 29757 91888,3,170390,184364 231590 170390 170390
158912 64951 259884 17478 237422,2,449946,88098 449946 449946
310264 296287 361956 386278 308648,4,75466,334765 249808 172068 172068 75466 75466
116205 236997 92670 408933 286268,7,342330,428534 37554 7537 331899 190116 225519 342330 342330
220445 156644 95819 76971 389814,1,396042,396042 396042
375820 381387 214461 374698 38965,1,396042,396042 396042 396042
218746 240170 320130 100282 109583,1,396042,396042 396042 396042
244458 368283 135856 258810 112782,1,396042,396042 396042
101288 244260 144540 192452 328407,1,396042,396042 396042 396042
219512 362529 356229 122604 463617,1,396042,396042 396042 396042 396042
73552 126929 126929 17478 119529,2,149407,421591 149407
175555 153666 181227 357541 237021,1,175555,175555 175555 175555 175555 175555 175555
320130 109583 445351 79524 408139,11,291394,291394 175555 69171 265350 368283 406025 299658 193990 306551 147070 365375 291394
107651 109583 143860 457970 262407,18,226728,455079 138661 20785 380438 175555 291394 20785 291394 265350 321045 69171 226728 39167 183804 226728 265350 226728 265350 226728 265350 226728 226728 348760 178112 366203 183804 167122 301462 289738 226728
49521 49521 248455 248455 190000,1,49521,49521 49521
461686 159822 461686 461686 99610,1,208756,208756 208756
168367 454818 546 422905 121835,2,325557,51408 325557 325557
266900 308438 266900 266900 266900,1,462740,462740 462740 462740
17478 17478 99187 458034 312023,1,441617,441617 441617
243157 129839 38568 64951 403995,1,1868,1868 1868
228392 303842 178406 382499 219512,1,38175,38175 38175 38175 38175 38175
57788 33912 829 247909 57788,1,38175,38175 38175 38175
34757 431302 170390 465751 290227,9,15090,363111 363111 76216 408203 76196 408203 73602 310559 364172 228276 15090 15090
13896 393207 235664 220202 214282,1,220202,220202 220202
15544 108486 218746 29757 208939,32,399666,37029 205948 446411 334520 51650 37029 51650 419712 413011 203231 408189 104358 376182 349033 277694 301147 2082 36138 379288 151986 226374 45140 277328 444763 186888 379288 322887 103322 204403 364612 204403 463585 51650 399666 51650 205948 205948 318405 417022 417022 51650 26228 51650 399666 399666
218746 346424 158912 125831 92361,2,51650,49621 51650 51650
218746 108486 158912 346424 79524,13,359724,24751 341329 130225 7943 324933 363645 242473 39035 51650 51650 399666 286136 51650 304839 51650 7943 359724
13417 81766 162416 275625 94773,1,303758,303758 303758
261793 365889 411914 365889 45871,1,344862,344862 344862 344862 344862 344862
285154 268006 395273 18203 289160,6,16344,16344 16344 16344 173365 303229 304558 187848 16344 173365 303229 187848 304558 132423 16344
389135 231482 179601 179601 234255,1,41798,41798 41798
399031 2836 219300 367664 399031,1,187549,187549 187549
129898 446522 277556 446522 254813,2,122604,46130 122604
315543 315543 244571 201620 315543,1,201620,201620 201620
17478 17478 194596 17478 12217,2,382664,305385 382664 382664
347414 286620 309778 200242 359844,1,35357,35357 35357
204677 115696 339517 204677 244571,1,378505,378505 378505 378505 378505
184331 29863 33362 430292 261589,1,262902,262902 262902
116675 116675 425910 289004 116675,1,307363,307363 307363
111240 286200 159780 270289 193488,1,234185,234185 234185
65273 65273 299038 228392 192223,1,65273,65273 65273
381375 381375 309636 395435 189159,1,242521,242521 242521 242521
316976 316976 451836 200114 130577,1,46971,46971 46971 46971
358845 265326 286012 247224 180751,2,312717,104464 312717 312717 312717
201907 442131 385778 221614 12217,1,196860,196860 196860
89977 302478 420960 41295 169256,4,4527,196860 196860 425581 169256 4527 4527
461279 181973 181973 197852 19629,2,181973,4527 4527 181973 181973
158852 358180 358180 35837 200678,2,445232,87438 445232 445232
38965 869 266900 254418 208939,6,89044,303828 254418 303828 303828 58638 454422 432992 303828 89044 303828 89044 89044
303828 303828 208939 303715 58638,3,303828,303828 303828 125318 303828 303828 89044 303828 89044 303828 89044 89044 303828
303828 9877 303715 325310 364262,5,432478,303828 303828 303715 303828 303828 438322 869 303828 432478
369447 107020 274710 186352 303190,1,267961,267961 267961
162139 308648 179409 103492 369158,2,9877,250212 9877 9877
190000 37115 283115 38965 308648,2,241555,9877 241555 241555
159380 159380 17419 17419 159380,9,159380,251349 198996 119804 149463 84149 251349 46443 159380 17419 380169 159380 159380
304685 130803 228392 257146 247842,2,388097,315545 315545 388097
267236 182692 199874 344071 307588,8,190545,67177 252314 216102 14932 454393 204785 308283 204785 190545 190545
219933 373690 436004 413951 268081,1,219933,219933 219933
365015 338427 463892 358041 438779,1,338675,338675 338675 338675 338675 338675
40868 450758 342325 5206 268335,2,120728,328696 120728 120728
66752 248455 312728 176484 454422,4,131385,413310 235664 66752 131385
420960 461686 148305 222604 135918,2,39070,39070 42222 42222 39070
7943 445351 25648 193609 445351,2,42222,39070 42222 42222 42222
279517 144177 351481 294109 279517,1,42222,42222 42222
48030 48030 48030 48030 48030,1,39070,39070 39070
159285 869 303828 308438 432925,2,391156,354714 391156 391156
306464 382751 257040 127042 292444,4,424515,279052 372845 257040 257040 424515 424515
237952 137427 458608 432478 21886,1,307271,307271 307271
36868 36868 62438 197962 64202,2,413313,158160 413313 158160 413313 158160 413313 158160 413313 413313
288529 400946 4067 88098 400946,2,32888,158160 32888 32888
305588 98899 46232 29196 359439,2,71510,158160 71510 71510
246407 194846 168697 75573 187862,1,92453,92453 92453
398289 161623 400442 134191 460553,1,165589,165589 165589 165589 165589
9877 9877 325310 283115 9877,1,165589,165589 165589
404416 404416 148574 168111 325310,3,131131,376675 331937 331937 131131 131131
441852 444931 270886 131131 168111,2,134191,131131 134191 134191
346892 322342 416187 121680 419470,2,150877,131131 150877 150877 150877
377691 322619 278558 306505 236143,3,181315,150877 134191 181315 181315
377691 286940 141422 399049 258293,4,150877,181315 150877 134191 331937 150877 150877
320130 320130 320130 43581 320130,1,181315,181315 181315
315543 140861 315543 315543 92466,1,51143,51143 51143
2455 259884 392408 451806 273878,1,445874,445874 445874 445874 445874 445874 445874 445874
452160 400981 441966 299365 244285,1,396619,396619 396619
362068 21838 96127 96127 119972,1,266900,266900 266900
320130 461190 445351 128745 46971,2,16344,412806 16344
88037 288078 349470 14427 248744,2,303229,173365 303229
73313 85865 444697 312409 333015,2,426751,424295 426751
140527 272144 12217 63133 287696,2,338214,76005 338214 338214
255094 190416 255094 170262 351044,3,72944,126484 444533 72944 72944
89212 114544 36904 1255 294307,2,15466,72944 72944 72944 15466 15466
117677 222697 95489 127042 27020,4,332980,72944 422561 253156 332980 332980
287696 265326 409323 245666 279464,2,23912,265326 23912 23912
328845 171878 218794 461686 218794,1,160628,160628 160628
409804 409804 350384 8122 312728,1,8122,8122 8122
297097 20772 224184 176363 212789,1,342777,342777 342777 342777
287696 420470 398508 287696 330920,3,452278,390634 79213 452278 452278
429846 319942 148586 283693 464726,1,429846,429846 429846
303715 303715 303715 303828 869,1,382054,382054 382054
312728 398489 46156 46156 445208,1,465507,465507 465507
75331 39557 302559 237086 445860,2,196643,435834 196643
272770 369158 301721 125440 125440,1,19185,19185 19185
350399 165387 328845 88606 231819,1,309778,309778 309778
383504 133425 325706 464751 447848,1,195958,195958 195958
259467 362059 434487 350960 113233,3,199931,429414 113233 199931 199931
48213 214461 340794 60479 36512,1,80319,80319 80319
156414 337070 216827 260415 167827,4,83574,80319 72527 278750 83574 83574
444190 228287 414425 447661 287449,3,340825,330865 76196 330865 340825 76196 340825 330865 340825 340825
212006 122324 399069 229205 226378,2,332913,395482 332913
415862 306643 232172 210086 79565,1,164828,164828 164828 164828
112766 351394 7642 7642 53524,3,112766,112766 199291 96632 112766 112766
138427 312728 47747 270082 9877,1,264972,264972 264972
229928 57810 378045 339638 117695,1,271685,271685 271685 271685
126307 387 227814 180566 397521,4,417993,271685 347542 123664 123664 417993 417993 417993
222745 96935 461686 280328 449776,3,417912,417993 417993 417993 417993 417993 78887 417912 417912
46109 316753 106741 339703 119736,2,52039,417912 52039 52039 417912 52039 52039
409804 409804 409804 409804 409804,1,424996,424996 424996
316753 46109 106741 313019 339703,3,417912,417912 52039 424996 417912 417912
325611 77991 55161 208939 234308,1,52039,52039 52039
392408 40870 89775 290172 279905,3,52039,349679 52039 52039 417912 52039 52039
299804 366888 199668 345373 87623,1,367152,367152 367152 367152
446411 66405 42002 316976 114070,1,451312,451312 451312
295613 338960 81751 53716 338960,1,295613,295613 295613
91215 437371 461686 271930 141755,7,268911,451312 451312 443690 152433 62599 388178 428002 428002 388178 428002 388178 62599 388178 268911 268911 268911
17478 17478 268911 268911 409489,1,268911,268911 268911
115328 225308 262826 103497 380971,4,268911,268911 268911 268911 420509 463851 420509 13542 420509 268911 268911
167412 74453 313007 331980 167412,1,313007,313007 313007
168661 417912 297053 297053 177048,1,143866,143866 143866
351313 50275 56782 375705 127613,2,279457,56782 279457
387373 167060 167060 463280 463280,1,194562,194562 194562
17478 17478 192875 65081 465582,1,239494,239494 239494
62300 79565 79565 172333 246468,3,216687,226192 226192 243169 243169 216687 216687
307941 460681 417927 107970 417927,1,307941,307941 307941
34926 34926 41611 72521 116371,1,34926,34926 34926 34926 34926
444593 320130 266439 282385 137427,29,181811,260317 386092 386092 199576 277656 276821 164970 248440 253565 232771 181281 27782 192851 464812 308510 318420 47682 436311 382860 126125 333911 376793 85510 126125 73416 446500 323760 181281 181811 104081 104081 181811 100676 402845 181811
210199 366263 264236 201418 412257,1,264236,264236 264236
85865 388382 85865 85865 402295,1,46156,46156 46156
400376 341018 229018 170283 380511,1,46156,46156 46156 46156
22436 82174 82174 78163 63092,1,22436,22436 22436
253615 288105 164344 146492 164344,1,58935,58935 58935 58935
214461 256146 256146 300967 303058,1,118754,118754 118754
286200 286200 48692 8122 203002,1,197077,197077 197077
